scope,lane_mask,ack_lane_mask,payload_len,payload_pattern,source_stage,source_evidence,sent_frames,rx_good,ack_seen,crc_bad,payload_mismatch,retry_count,max_latency_cycles,txd_high_consecutive_max_cycles,duty_window_violation,shutdown_status,status,reason
lane0,0x1,0x1,0,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,1,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,2,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,3,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,7,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,8,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,15,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,100,100,100,0,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,8,0,PASS,PASS,fresh P5 fixed 16-byte counter payload evidence passed
lane0,0x1,0x1,16,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,16,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,31,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,55aa,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,counter8,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,counter16,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,walking1,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,walking0,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,32,prbs15,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,63,zero,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,63,ff,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane0,0x1,0x1,63,aa55,LANE0_ACK_RETRY_100,evidence/hardware/p5/protocol/lane0_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
