scope,lane_mask,ack_lane_mask,payload_len,payload_pattern,source_stage,source_evidence,sent_frames,rx_good,ack_seen,crc_bad,payload_mismatch,retry_count,max_latency_cycles,txd_high_consecutive_max_cycles,duty_window_violation,shutdown_status,status,reason
lane1,0x2,0x2,0,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,7,walking0,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,7,prbs15,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,ff,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,aa55,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,55aa,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,counter8,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,counter16,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,walking1,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,walking0,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,8,prbs15,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,ff,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,aa55,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,55aa,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,counter8,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,counter16,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,walking1,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,walking0,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,15,prbs15,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,ff,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,aa55,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,55aa,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,counter8,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,100,100,100,0,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,8,0,PASS,PASS,fresh P5 fixed 16-byte counter payload evidence passed
lane1,0x2,0x2,16,counter16,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,walking1,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,walking0,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,16,prbs15,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,ff,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,aa55,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,55aa,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,counter8,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,counter16,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,walking1,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,walking0,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,31,prbs15,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,ff,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,aa55,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,55aa,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,counter8,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,counter16,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,walking1,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,walking0,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,32,prbs15,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,63,zero,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,63,ff,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
lane1,0x2,0x2,63,aa55,LANE1_ACK_RETRY_100,evidence/hardware/p5/protocol/lane1_ack_retry_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
