scope,lane_mask,ack_lane_mask,payload_len,payload_pattern,source_stage,source_evidence,sent_frames,rx_good,ack_seen,crc_bad,payload_mismatch,retry_count,max_latency_cycles,txd_high_consecutive_max_cycles,duty_window_violation,shutdown_status,status,reason
two_lane,0x3,0x3,0,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,1,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,2,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,3,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,7,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,8,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,15,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,100,200,200,0,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,8,0,PASS,PASS,fresh P5 fixed 16-byte counter payload evidence passed
two_lane,0x3,0x3,16,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,16,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,31,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,55aa,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,counter8,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,counter16,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,walking1,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,walking0,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,32,prbs15,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,zero,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,ff,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
two_lane,0x3,0x3,63,aa55,TWO_LANE_MINIMAL_100,evidence/hardware/p5/protocol/two_lane_minimal_100/p5_stage_result.json,,,,,,,,,,,UNSUPPORTED_BY_PROFILE_WITH_REASON,current RTL/profile exposes no hardware control for this payload length/pattern in P5; not promoted to PASS
